Date,regime_causal,regime_viterbi,regime_effective,proba_0,proba_1,confidence,is_uncertain
2022-06-02,0,0,0,1.0,1.0351356952661977e-35,1.0,False
2022-06-03,0,0,0,1.0,7.367895799562175e-38,1.0,False
2022-06-06,0,0,0,1.0,1.5286049449950831e-40,1.0,False
2022-06-07,0,0,0,1.0,1.0530169547281275e-39,1.0,False
2022-06-08,0,0,0,1.0,3.118765211697739e-44,1.0,False
2022-06-09,0,0,0,1.0,1.590735377779732e-46,1.0,False
2022-06-10,0,0,0,1.0,3.3829971112423774e-48,1.0,False
2022-06-13,0,0,0,1.0,2.8406127778716627e-44,1.0,False
2022-06-14,0,0,0,1.0,1.0354689022472394e-43,1.0,False
2022-06-15,0,0,0,1.0,3.3680971162669623e-39,1.0,False
2022-06-16,0,0,0,1.0,6.2332493201179374e-40,1.0,False
2022-06-17,0,0,0,1.0,6.813217931945714e-40,1.0,False
2022-06-21,0,0,0,1.0,1.0014275222259569e-38,1.0,False
2022-06-22,0,0,0,1.0,6.202925107567034e-40,1.0,False
2022-06-23,0,0,0,1.0,4.464088147303833e-41,1.0,False
2022-06-24,0,0,0,1.0,8.972975072238322e-42,1.0,False
2022-06-27,0,0,0,1.0,3.8625287381655216e-44,1.0,False
2022-06-28,0,0,0,1.0,1.5215736239204016e-47,1.0,False
2022-06-29,0,0,0,1.0,1.1361599138141864e-46,1.0,False
2022-06-30,0,0,0,1.0,1.811416918501076e-48,1.0,False
2022-07-01,0,0,0,1.0,2.274629172684674e-47,1.0,False
2022-07-05,0,0,0,1.0,1.0983572405644601e-44,1.0,False
2022-07-06,0,0,0,1.0,1.4667964709359632e-44,1.0,False
2022-07-07,0,0,0,1.0,3.7403747358040366e-42,1.0,False
2022-07-08,0,0,0,1.0,4.191033089104082e-36,1.0,False
2022-07-11,0,0,0,1.0,1.813620675502538e-33,1.0,False
2022-07-12,0,0,0,1.0,9.695240861950258e-33,1.0,False
2022-07-13,0,0,0,1.0,4.23415826363496e-34,1.0,False
2022-07-14,0,0,0,1.0,1.0013787308756702e-35,1.0,False
2022-07-15,0,0,0,1.0,6.072155299140942e-34,1.0,False
2022-07-18,0,0,0,1.0,3.574929608860087e-35,1.0,False
2022-07-19,0,0,0,1.0,4.270410709713194e-30,1.0,False
2022-07-20,0,0,0,1.0,1.5174007412231257e-28,1.0,False
2022-07-21,0,0,0,1.0,1.347874055221432e-25,1.0,False
2022-07-22,0,0,0,1.0,3.543864726534846e-26,1.0,False
2022-07-25,0,0,0,1.0,4.2703451869452306e-24,1.0,False
2022-07-26,0,0,0,1.0,2.959566700317231e-23,1.0,False
2022-07-27,0,0,0,1.0,4.4243830803286017e-23,1.0,False
2022-07-28,0,0,0,1.0,9.133125951370776e-22,1.0,False
2022-07-29,0,0,0,1.0,5.7723908373712984e-18,1.0,False
2022-08-01,0,0,0,1.0,1.1972336105022492e-18,1.0,False
2022-08-02,0,0,0,1.0,1.1446972205832233e-19,1.0,False
2022-08-03,0,0,0,1.0,1.141903303619488e-18,1.0,False
2022-08-04,0,0,0,1.0,5.72059470974691e-17,1.0,False
2022-08-05,0,0,0,1.0,1.0286904800536777e-15,1.0,False
2022-08-08,0,0,0,1.0,2.3794079821204644e-14,1.0,False
2022-08-09,0,0,0,0.999999999998181,2.040919638017844e-12,0.999999999998181,False
2022-08-10,0,0,0,0.9999999974256752,2.57410860047793e-09,0.9999999974256752,False
2022-08-11,0,0,0,0.9999996446941345,3.553058046023054e-07,0.9999996446941345,False
2022-08-12,0,0,0,0.9999749524248838,2.5047575150420094e-05,0.9999749524248838,False
2022-08-15,0,0,0,0.9986925091110629,0.0013074908887817061,0.9986925091110629,False
2022-08-16,0,0,0,0.9900954880738706,0.009904511926039746,0.9900954880738706,False
2022-08-17,0,1,0,0.9337105724694253,0.06628942753036035,0.9337105724694253,False
2022-08-18,1,1,1,0.4882402270734705,0.5117597729263943,0.5117597729263943,True
2022-08-19,1,1,1,0.040816770376610766,0.9591832296235671,0.9591832296235671,False
2022-08-22,1,1,1,0.0007332413558700053,0.999266758644231,0.999266758644231,False
2022-08-23,1,1,1,1.3905431653043414e-05,0.9999860945684326,0.9999860945684326,False
2022-08-24,1,1,1,2.300645800602275e-06,0.9999976993543985,0.9999976993543985,False
2022-08-25,1,1,1,1.300685926826901e-06,0.999998699314283,0.999998699314283,False
2022-08-26,1,1,1,1.5348862190549627e-06,0.9999984651138176,0.9999984651138176,False
2022-08-29,1,1,1,2.0907620416080487e-06,0.9999979092380301,0.9999979092380301,False
2022-08-30,1,1,1,5.473969709689513e-06,0.9999945260301257,0.9999945260301257,False
2022-08-31,1,1,1,2.1487623148580252e-05,0.9999785123767068,0.9999785123767068,False
2022-09-01,1,1,1,7.072371509661151e-06,0.9999929276286803,0.9999929276286803,False
2022-09-02,1,1,1,2.0866627444759807e-06,0.9999979133371141,0.9999979133371141,False
2022-09-06,1,1,1,3.5990712858764833e-06,0.999996400928577,0.999996400928577,False
2022-09-07,1,1,1,1.961786785778219e-06,0.9999980382132124,0.9999980382132124,False
2022-09-08,1,1,1,6.851683483433235e-07,0.9999993148314916,0.9999993148314916,False
2022-09-09,1,1,1,2.508070923733245e-07,0.9999997491927702,0.9999997491927702,False
2022-09-12,1,1,1,1.6766630704326431e-07,0.9999998323337563,0.9999998323337563,False
2022-09-13,1,1,1,1.9867602222981978e-07,0.9999998013240854,0.9999998013240854,False
2022-09-14,1,1,1,2.2002273519997302e-07,0.9999997799773397,0.9999997799773397,False
2022-09-15,1,1,1,8.115713071802903e-08,0.9999999188430626,0.9999999188430626,False
2022-09-16,1,1,1,3.856690738201993e-08,0.999999961432878,0.999999961432878,False
2022-09-19,1,1,1,3.092837027628389e-08,0.9999999690717236,0.9999999690717236,False
2022-09-20,1,1,1,1.999791319337108e-08,0.9999999800020307,0.9999999800020307,False
2022-09-21,1,1,1,1.717222050574568e-08,0.9999999828278306,0.9999999828278306,False
2022-09-22,1,1,1,3.0064824203861436e-08,0.9999999699352888,0.9999999699352888,False
2022-09-23,1,1,1,3.034996187191057e-08,0.9999999696501622,0.9999999696501622,False
2022-09-26,1,1,1,7.189904070514114e-08,0.9999999281008084,0.9999999281008084,False
2022-09-27,1,1,1,4.253267124067888e-07,0.9999995746730742,0.9999995746730742,False
2022-09-28,1,1,1,1.4928514649576515e-06,0.9999985071483254,0.9999985071483254,False
2022-09-29,1,1,1,8.052105700236687e-05,0.9999194789430571,0.9999194789430571,False
2022-09-30,1,0,1,0.10546966766300464,0.8945303323368801,0.8945303323368801,False
2022-10-03,0,0,0,0.9983799437283334,0.0016200562718551594,0.9983799437283334,False
2022-10-04,0,0,0,0.999999947615835,5.2384103908334235e-08,0.999999947615835,False
2022-10-05,0,0,0,0.9999999998144631,1.854080511313887e-10,0.9999999998144631,False
2022-10-06,0,0,0,1.0,9.12541621613708e-14,1.0,False
2022-10-07,0,0,0,1.0,6.55868123451555e-17,1.0,False
2022-10-10,0,0,0,1.0,2.2323849159827504e-18,1.0,False
2022-10-11,0,0,0,1.0,2.8465523200990473e-21,1.0,False
2022-10-12,0,0,0,1.0,2.5540070305503232e-21,1.0,False
2022-10-13,0,0,0,1.0,2.0115275385231257e-19,1.0,False
2022-10-14,0,0,0,1.0,2.8240478696380003e-24,1.0,False
2022-10-17,0,0,0,1.0,9.737681736779867e-24,1.0,False
